1370424.607,3,0.093,-9.015,-4.272,4,-0.327,0.001,-0.214
1370424.61,3,0.025,-8.771,-4.118,4,-0.32,0.006,-0.225
1370424.616,3,-0.056,-8.516,-3.932,4,-0.313,0.028,-0.242
1370424.622,3,-0.117,-8.284,-3.862,4,-0.305,0.066,-0.261
1370424.627,3,-0.233,-8.092,-3.747,4,-0.297,0.109,-0.279
1370424.631,3,-0.567,-8.003,-3.654,4,-0.293,0.136,-0.292
1370424.637,3,-0.99,-8.022,-3.405,4,-0.291,0.148,-0.297
1370424.641,3,-1.19,-8.128,-3.112,4,-0.294,0.161,-0.296
1370424.646,3,-1.229,-8.319,-2.782,4,-0.3,0.185,-0.287
1370424.648,3,-1.229,-8.319,-2.782,4,-0.311,0.207,-0.284
1370424.651,3,-1.318,-8.552,-2.502,4,-0.311,0.207,-0.284
1370424.657,3,-1.484,-8.724,-2.346,4,-0.327,0.213,-0.29
1370424.66,3,-1.689,-8.914,-2.023,4,-0.342,0.189,-0.299
1370424.665,3,-1.84,-8.987,-1.859,4,-0.362,0.147,-0.307
1370424.67,3,-1.84,-8.987,-1.859,4,-0.386,0.108,-0.311
1370424.673,3,-1.814,-8.995,-2.029,4,-0.386,0.108,-0.311
1370424.679,3,-1.701,-8.888,-2.494,4,-0.411,0.078,-0.313
1370424.687,3,-1.802,-8.848,-2.972,4,-0.443,0.038,-0.317
1370424.69,3,-1.578,-8.899,-2.921,4,-0.499,-0.108,-0.341
1370424.696,3,-1.046,-8.985,-2.844,4,-0.526,-0.166,-0.349
1370424.699,3,-0.493,-9.082,-2.835,4,-0.551,-0.206,-0.358
1370424.704,3,-0.097,-9.073,-2.933,4,-0.574,-0.23,-0.37
1370424.707,3,-0.097,-9.073,-2.933,4,-0.598,-0.238,-0.377
1370424.711,3,0.074,-9.03,-3.075,4,-0.598,-0.238,-0.377
1370424.716,3,0.083,-8.993,-3.209,4,-0.616,-0.227,-0.373
1370424.72,3,-0.029,-9.058,-3.123,4,-0.637,-0.202,-0.368
1370424.725,3,-0.128,-9.243,-2.913,4,-0.667,-0.16,-0.363
1370424.727,3,-0.128,-9.243,-2.913,4,-0.705,-0.098,-0.359
1370424.73,3,-0.135,-9.5,-2.721,4,-0.705,-0.098,-0.359
1370424.735,3,-0.068,-9.723,-2.461,4,-0.747,-0.03,-0.359
1370424.74,3,-0.068,-9.878,-2.102,4,-0.789,0.022,-0.368
1370424.746,3,-0.257,-9.985,-1.478,4,-0.839,0.045,-0.386
1370424.75,3,-0.528,-10.074,-0.551,4,-0.895,0.043,-0.402
1370424.755,3,-0.748,-10.222,0.581,4,-0.967,0.043,-0.412
1370424.758,3,-0.748,-10.222,0.581,4,-1.058,0.052,-0.415
1370424.763,3,-0.87,-10.372,1.45,4,-1.058,0.052,-0.415
1370424.768,3,-1.024,-10.558,2.166,4,-1.162,0.046,-0.414
1370424.77,3,-1.024,-10.558,2.166,4,-1.293,-0.009,-0.419
1370424.775,3,-1.342,-10.889,2.804,4,-1.293,-0.009,-0.419
1370424.777,3,-1.8,-11.378,3.366,4,-1.448,-0.104,-0.438
1370424.781,3,-2.355,-11.953,3.839,4,-1.62,-0.222,-0.471
1370424.787,3,-2.811,-12.479,4.126,4,-1.807,-0.352,-0.515
1370424.79,3,-3.122,-12.822,4.135,4,-2.007,-0.499,-0.558
1370424.796,3,-3.257,-12.888,3.961,4,-2.211,-0.663,-0.602
1370424.8,3,-3.379,-12.801,3.567,4,-2.417,-0.83,-0.654
1370424.807,3,-3.709,-12.736,2.933,4,-2.624,-0.994,-0.714
1370424.81,3,-4.263,-12.856,2.32,4,-2.826,-1.164,-0.778
1370424.816,3,-4.863,-13.324,1.566,4,-3.029,-1.343,-0.836
1370424.82,3,-5.529,-13.949,0.861,4,-3.226,-1.523,-0.887
1370424.825,3,-6.273,-14.453,-0.25,4,-3.406,-1.685,-0.941
1370424.828,3,-6.273,-14.453,-0.25,4,-3.57,-1.791,-1.01
1370424.836,3,-8.205,-15.197,-3.383,4,-3.57,-1.791,-1.01
1370424.84,3,-9.562,-15.498,-6.009,4,-3.857,-1.826,-1.295
1370424.845,3,-10.977,-16.095,-7.628,4,-3.983,-1.781,-1.532
1370424.848,3,-10.977,-16.095,-7.628,4,-4.09,-1.861,-1.818
1370424.855,3,-12.034,-17.171,-11.022,4,-4.09,-1.861,-1.818
1370424.857,3,-12.034,-17.171,-11.022,4,-4.172,-2.611,-2.421
1370424.86,3,-11.887,-16.945,-11.455,4,-4.172,-3.229,-2.69
1370424.865,3,-11.219,-15.803,-11.869,,,,
1370424.867,3,-11.219,-15.803,-11.869,4,-4.153,-3.875,-2.9
1370424.874,3,-9.182,-12.634,-12.447,4,-4.153,-3.875,-2.9
1370424.877,3,-9.182,-12.634,-12.447,4,-4.21,-4.979,-3.146
